Sender,Title,Incipit,Reference,Cited names,Subject,Places
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Lapi Michelangelo, 30 dicembre 1659.
","Tipologia: letteraIncipit: ""Posso quasi dire, per la Dio grazia, d'aver recuperata la sanità. La mia opera...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 41, c. 56r-57r<br/>
</td>","Ricci, Michelangelo, 1619-1682,  (citato.)
Lapi, Michelangelo, sec. XVII,  (destinatario.)
","*Notizie di libri.
","*Firenze  (provenienza.)*Roma  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Galilei Cosimo, 7 gennaio 1660.
","Tipologia: letteraIncipit: ""La di Vostra Signoria de 24 novembre dopo aver un pezzo peregrinato...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 42, c. 58r-59r<br/>
</td>","Galilei, Cosimo, 1636-1672,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza.)*Bergamo  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a [non identificato], 22 gennaio 1660.
","Tipologia: letteraIncipit: ""Giovasi credere, anzi tengo per certo che i suoi interessi dal di 8 stante...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 43, c. 60r<br/>
</td>","Fabbri, Francesco, sec. XVII,  (citato.)
Southwell, Robert, 1635-1702,  (citato.)
Ricci, Michelangelo, 1619-1682,  (citato.)
Molara, Bruto della, 1639-1685,  (citato.)
","*Argomenti privati.
","*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Magalotti Lorenzo, 25 gennaio 1660.
","Tipologia: letteraIncipit: ""Quando io scrissi a Vostra Signoria alli 11 di questo (benchè io dubiti d'aver...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 44, c. 61r-62r<br/>
</td>","Magalotti, Lorenzo, 1637-1712,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Magalotti Lorenzo, 1660.
","Tipologia: letteraIncipit: ""Se Vostra Signoria non ha mandato l'ultime lettere del padre Fabbri al signor Borelli...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 45, c. 63r<br/>
</td>","Borelli, Giovanni Alfonso, 1608-1679,  (citato.)
Magalotti, Lorenzo, 1637-1712,  (destinatario.)
Fabbri, Onorato,  (citato.)
","*Varia.
","*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Magalotti Lorenzo, 1 febbraio 1660 ab Inc. [i.e. 1661].
","Tipologia: letteraIncipit: ""Perch'io intendo dal Signor Carlo Dati che Vostra Signoria ha destinato...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 46, c. 65r<br/>
</td>","Dati, Carlo Roberto, 1619-1676,  (citato.)
Magalotti, Lorenzo, 1637-1712,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Thevenot Melchisédec, 8 febbraio 1660 ab Inc. [i.e. 1661].
","Tipologia: letteraIncipit: ""Nè mutazion di fortuna, nè separazione d'individui, nè distanza di luoghi...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 47, c. 66r-67v<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (citato.)
Thévenot, Melchisédech, 1620-1680,  (destinatario.)
","*Notizie di libri.
","*Firenze  (provenienza.)*Parigi  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Southwell Robert, 19 febbraio 1660 ab Inc. [i.e. 1661].
","Tipologia: letteraIncipit: ""Se non per accusare a Vostra Signoria Illustrissima solo la gentilissima sua...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 48, c. 68r-v<br/>
</td>","Riccardo, sec. XVII,  (citato.)
Southwell, Robert, 1635-1702,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza.)*Roma  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Monconys Balthasar (de), 4 marzo 1660 ab Inc. [i.e. 1661].
","Tipologia: letteraIncipit: ""Il giorno stesso della partenza di Vostra Signoria Illustrissima di qua la città...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 49, c. 70r-71v<br/>
</td>","Monconys, Balthasar de, 1611-1665,  (destinatario.)
Bonsi,  (citato.)
Ferdinando II, granduca di Toscana, 1610-1670,  (citato.)
Medici, Leopoldo de', 1617-1675,  (citato.)
Talducci della Casa, Iacinto Antonio, 1601-1700,  (citato.)
Thévenot, Melchisédech, 1620-1680,  (citato.)
Marucelli, Giovan Filippo, 1628-1680,  (citato.)
","*Notizie di libri.
","*Firenze  (provenienza.)*Parigi  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Monconys Balthasar (de), [s.d.].
","Tipologia: letteraIncipit: ""Non posso non restare interamente obligato alla gentilezza di Vostra Signoria...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 50, c. 72r<br/>
</td>","Torricelli,  (citato.)
Monconys, Balthasar de, 1611-1665,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Magalotti Lorenzo, 7 marzo 1660.
","Tipologia: letteraIncipit: ""Favoriscami di gratia di scrivere questa sera a Roma per questo Padre...""La lettera riporta in calce la risposta del Magalotti
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 51, c. 73r<br/>
</td>","Magiotti,  (citato.)
Magalotti, Lorenzo, 1637-1712,  (destinatario.)
",,"*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Patriarca Mario, 20 aprile 1660.
","Tipologia: letteraIncipit: ""Perch'io son più certo che Vostra Signoria Illustrissima come ...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 52, c. 75r-v<br/>
</td>","Patriarca, Mario, sec. XVII,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a [non identificato], maggio 1660.
","Tipologia: letteraIncipit: ""Come forse averà inteso Vostra Signoria Illustrissima per altra via, la domenica passata...""Minuta. A c. 78v inizio di lettera al Granduca
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 53, c. 77r-v<br/>
</td>","Meier,  (citato.)
Ferdinando II, granduca di Toscana, 1610-1670,  (citato.)
","*Varia.
","*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Lapi Michelangelo, 12 giugno 1660.
","Tipologia: letteraIncipit: ""Tre giorni sono consegnai alla condotta del Berni una cassetta...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 54, c. 79r-80v<br/>
</td>","Serni, Pompeo, sec. XVII,  (citato.)
Lapi, Michelangelo, sec. XVII,  (destinatario.)
","*Notizie di libri.
","*Firenze  (provenienza.)*Roma  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Barberini Antonio, 26 giugno 1660.
","Tipologia: letteraIncipit: ""Sul fondamento d'aver, benchè scarso, e rozamente accennato nell'ingresso di questo...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 55, c. 81r-v<br/>
</td>","Barberini, Antonio, 1607-1671,  (destinatario.)
Magalotti, Lorenzo, 1637-1712,  (citato.)
","*Notizie di libri.
","*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Ricci Michelangelo, 10 luglio 1660.
","Tipologia: letteraIncipit: ""Dal Signor Michelangelo Lapi mio cugino sarà presentato a Vostra Signoria...""Minuta. Sul verso di c. 83 altra minuta priva di  mittente
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 56, c. 82r-83r<br/>
</td>","Torricelli, Evangelista, 1608-1647,  (citato.)
Lapi, Michelangelo, sec. XVII,  (citato.)
Ricci, Michelangelo, 1619-1682,  (destinatario.)
","*Notizie di libri.
","*Firenze  (provenienza.)*Roma  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a [non identificato], 21 luglio 1660.
","Tipologia: letteraIncipit: ""Ricevei una cortesissima di Vostra Signoria Eccellentissima accompagnata...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 57, c. 83v<br/>
</td>","Pompeo, sec. XVII,  (citato.)
Aldobrandini, Baccio, 1613-1665	,  (citato.)
","*Notizie di libri.
","*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Galilei Cosimo, 7 agosto 1660.
","Tipologia: letteraIncipit: ""Finalmente tornò di Roma quel libro destinato per l'Eccellentissimo suo...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 58, c. 84r-v<br/>
</td>","Galilei, Cosimo, 1636-1672,  (destinatario.)
","*Notizie di libri.
","*Firenze  (provenienza.)*Bergamo  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a [non identificato], 7 agosto 1660.
","Tipologia: letteraIncipit: ""Ricorro al solito a supplicare la cortesia di Vostra Signoria Illustrissima et Eccellentissima...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 59, c. 85r<br/>
</td>",,"*Notizie di libri.
","*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Lapi Michelangelo, 28 agosto 1660.
","Tipologia: letteraIncipit: ""Ricevei la cassetta con i miei libri ben condizionata insieme con l'opere di Vostra...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 60, c. 86r<br/>
</td>","Lapi, Michelangelo, sec. XVII,  (destinatario.)
Barberini, Antonio, 1607-1671,  (citato.)
Dati, Carlo Roberto, 1619-1676,  (citato.)
Magalotti, Lorenzo, 1637-1712,  (citato.)
Pompeo, sec. XVII,  (citato.)
Spada, Giovanni Battista, 1597-1675,  (citato.)
","*Notizie di libri.
","*Firenze  (provenienza.)
"
"Southwell, Robert, 1635-1702,

","Southwell Robert a Viviani Vincenzo, 15 settembre 1660.
","Tipologia: letteraIncipit: ""Per salis communi salis ammoniace duplum...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 61, c. 87r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Ricette mediche.
",
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Ricci Michelangelo, settembre 1660.
","Tipologia: letteraIncipit: ""Ricevo dalla liberalità di Vostra Signoria Illustrissima il libretto del Signor...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 62, c. 88r-89v<br/>
</td>","Sluse, René François Walter de, 1622-1685,  (citato.)
Ricci, Michelangelo, 1619-1682,  (destinatario.)
Serenai, Lodovico, 1599-1685,  (citato.)
Torricelli,  (citato.)
White, Richard, n. 1590,  (citato.)
","*Notizie di libri.
","*Firenze  (provenienza.)*Roma  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Southwell Robert, 6 ottobre 1660.
","Tipologia: letteraIncipit: ""Trovandomi qua a (Pistoia dubbioso) se io possa tornarmene a scriverla...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 63, c. 90r-91v<br/>
</td>","Boyle, Robert, 1627-1691,  (citato.)
Southwell, Robert, 1635-1702,  (destinatario.)
","*Argomenti privati.
","*Pistoia  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Bartholin Erasmus, 8 ottobre 1660.
","Tipologia: letteraIncipit: ""La fretta che mi vien fatta di dover consegnare ad un mercante di qui...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 64, c. 92r-v<br/>
</td>","Bartholin, Rasmus, 1625-1698,  (destinatario.)
","*Notizie di libri.
","*Firenze  (provenienza.)*Copenhagen  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Della Torre Filippo, 8 ottobre 1660.
","Tipologia: letteraIncipit: ""Nè mutazion di fortuna, nè separazione di persone, nè distanza ...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 65, c. 93r-v<br/>
</td>","Della Torre, Filippo, sec. XVII,  (destinatario.)
","*Notizie di libri.
","*L'Aia  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Magalotti Lorenzo, 18 novembre 1660.
","Tipologia: letteraIncipit: ""Per continuare il nostro amore scriverei spesso ...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 66, c. 94r<br/>
</td>","Fabbri, Onorato,  (citato.)
Falconieri, Ottavio, 1646-1676,  (citato.)
Galilei, Galileo, 1564-1642,  (citato.)
White, Richard, n. 1590,  (citato.)
Southwell, Robert, 1635-1702,  (citato.)
Viviani, Alamanno, m. post 1671,  (citato.)
Magalotti, Lorenzo, 1637-1712,  (destinatario.)
Kircher, Athanasius, 1602-1680,  (citato.)
","*Argomenti privati.
","*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Southwell Robert, 18 novembre 1660.
","Tipologia: letteraIncipit: ""Dall'Illustrissimo Signor Lorenzo Magalotti, che domani partirà a cotesta volta...""Minuta. A c. 98r, probabilmente legata a questa stessa lettera, un esempio di criptografia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 67, c. 96 e 97r-v<br/>
</td>","Southwell, Robert, 1635-1702,  (destinatario.)
Ricardo, sec. XVII,  (citato.)
Magalotti, Lorenzo, 1637-1712,  (citato.)
Brown, Henry, sec. XVII,  (citato.)
","*Notizie di libri.
","*Firenze  (provenienza.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Southwell Robert, 16 novembre 1660.
","Tipologia: letteraIncipit: ""Il nostro Arno pigmeo, per non tralignar dal gran Tevere, amendue figli d'un istesso Appennino...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 68, c. 99r-100v<br/>
</td>","Riccardo, sec. XVII,  (citato.)
Magalotti, Lorenzo, 1637-1712,  (citato.)
Southwell, Robert, 1635-1702,  (destinatario.)
","*Idrologia.
","*Firenze  (provenienza.)*Roma  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Viviani Francesco, 16 novembre 1660.
","Tipologia: letteraIncipit: ""Posso dire di star bene, benchè io potesse star meglio. Datemi qualche nuova...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 69, c. 101r<br/>
</td>","Viviani, Francesco, sec. XVII,  (destinatario.)
Paggi,  (citato.)
Medici, Giovanni Carlo de', 1611-1663,  (citato.)
Molara, Bruto della, 1639-1685,  (citato.)
Dati, Francesco, 1615-1689,  (citato.)
","*Argomenti privati.
","*Castiglion Fiorentino  (provenienza.)*Firenze  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Magalotti Lorenzo, 11 dicembre 1660.
","Tipologia: letteraIncipit: ""Son oggi 19 giorni ch'io tornai dalla mia peregrinazione fatta in lettiga...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 70, c. 103r-104v<br/>
</td>","Dati, Carlo Roberto, 1619-1676,  (citato.)
Magalotti, Lorenzo, 1637-1712,  (destinatario.)
","*Viaggi.
","*Firenze  (provenienza.)*Roma  (destinazione.)
"
